_id,id,genres,rating,release_date,runtime,source,summary,title,type
685682fc8482e0a7a00725d9,tvmaze_1,"Drama, Science-Fiction, Thriller",6.5,2013-06-24,60,tvmaze,"Under the Dome is the story of a small town that is suddenly and inexplicably sealed off from the rest of the world by an enormous transparent dome. The town's inhabitants must deal with surviving the post-apocalyptic conditions while searching for answers about the dome, where it came from and if and when it will go away.",Under the Dome,tvshow
685682fc8482e0a7a00725da,tvmaze_5,"Drama, Crime, Thriller",8.1,2014-01-12,60,tvmaze,Touch darkness and darkness touches you back. True Detective centers on troubled cops and the investigations that drive them to the edge. Each season features a new cast and a new case.True Detective is an American anthology crime drama television series created and written by Nic Pizzolatto.,True Detective,tvshow
685682fc8482e0a7a00725db,tvmaze_6,"Action, Adventure, Science-Fiction",7.7,2014-03-19,60,tvmaze,"Ninety-seven years ago, nuclear Armageddon decimated planet Earth, destroying civilization. The only survivors were the 400 inhabitants of 12 international space stations that were in orbit at the time. Three generations have been born in space, the survivors now number 4,000, and resources are running out on their dying ""Ark"" - the 12 stations now linked together and repurposed to keep the survivors alive. Draconian measures including capital punishment and population control are the order of the day, as the leaders of the Ark take ruthless steps to ensure their future, including secretly exiling a group of 100 juvenile prisoners to the Earth's surface to test whether it's habitable.",The 100,tvshow
685682fc8482e0a7a00725dc,tvmaze_12,"Drama, Fantasy, Horror",8.0,2010-09-12,60,tvmaze,"Lost Girl follows supernatural seductress Bo, a Succubus who feeds on the sexual energy of humans. Growing up with human parents, Bo had no reason to believe she was anything other than the girl next door — until she drained her boyfriend to death in their first sexual encounter. Now she has hit the road alone and afraid.  She discovers she is one of the Fae, creatures of legend and folklore, who pass as humans while feeding off them secretly and in different ways, as they have for millennia. Relieved yet horrified to find out that she is not alone, Bo decides to take the middle path between the humans and the Fae while embarking on a personal mission to unlock the secrets of her origin.With the help of her human sidekick, Kenzi, and Dyson, a sexy police detective, Bo takes on a challenge every week helping a Fae or human client who comes to her to solve a mystery, or to right a wrong.",Lost Girl,tvshow
685682fc8482e0a7a00725dd,tvmaze_13,"Drama, Action, Science-Fiction",7.5,2014-10-07,60,tvmaze,"After a particle accelerator causes a freak storm, CSI Investigator Barry Allen is struck by lightning and falls into a coma. Months later he awakens with the power of super speed, granting him the ability to move through Central City like an unseen guardian angel. Though initially excited by his newfound powers, Barry is shocked to discover he is not the only ""meta-human"" who was created in the wake of the accelerator explosion -- and not everyone is using their new powers for good. Barry partners with S.T.A.R. Labs and dedicates his life to protect the innocent. For now, only a few close friends and associates know that Barry is literally the fastest man alive, but it won't be long before the world learns what Barry Allen has become...The Flash!",The Flash,tvshow
685682fc8482e0a7a00725de,tvmaze_14,"Drama, Crime, Science-Fiction",8.0,2012-05-27,60,tvmaze,"Continuum centers on the conflict between a group of rebels from the year 2077 who time-travel to Vancouver, BC, in 2012, and a police officer who accidentally accompanies them. In spite of being many years early, the rebel group decides to continue its violent campaign to stop corporations of the future from replacing governments, while the police officer endeavours to stop them without revealing to anyone that she and the rebels are from the future.",Continuum,tvshow
685682fc8482e0a7a00725df,tvmaze_22,"Drama, Romance, Supernatural",7.9,2008-09-07,60,tvmaze,"True Blood is a horror/drama based on a series of novels called The Southern American Vampires Mysteries. It focuses on Sookie Stackhouse and her various encounters with vampires and other supernatural beings. The show is centred in the small town of Bon Temps in Louisiana. The show focuses heavily on the co-existence of humans with vampires. The show also touches on several other controversial issues involving equal rights, violence, discrimination and religion.",True Blood,tvshow
685682fc8482e0a7a00725e0,tvmaze_31,"Action, Adventure, Science-Fiction",8.0,2013-09-24,60,tvmaze,"Phil Coulson heads an elite team of fellow agents with the worldwide law-enforcement organization known as S.H.I.E.L.D. (Strategic Homeland Intervention Enforcement and Logistics Division), as they investigate strange occurrences around the globe. Its members -- each of whom brings a specialty to the group -- work with Coulson to protect those who cannot protect themselves from extraordinary and inconceivable threats.",Marvel's Agents of S.H.I.E.L.D.,tvshow
685682fc8482e0a7a00725e1,tvmaze_33,"Drama, Horror, Thriller",7.0,2013-04-19,0,tvmaze,"Secrets are just a part of daily life in the small Pennsylvania town of Hemlock Grove, where the darkest evils hide in plain sight.",Hemlock Grove,tvshow
685682fc8482e0a7a00725e2,tvmaze_34,"Horror, Science-Fiction, Thriller",6.5,2014-01-10,60,tvmaze,Helix is a science fiction thriller that focuses on a CDC expedition into the arctic. They go there to investigate the potential outbreak of a disease with no idea what they are getting themselves into. They encounter an almost zombie-like threat that could threaten mankind itself whilst the operator of the facility seems to know more than what he is saying.,Helix,tvshow
685682fc8482e0a7a00725e3,tvmaze_37,"Drama, Fantasy, Thriller",7.0,2014-08-23,60,tvmaze,"A contemporary, chilling, paranormal tale set in the moody Pacific Northwest, the series spins a fascinating and complex web of drama. As strange, apparently unrelated events start happening, multiple story-lines - a missing wife, an assassin covering his crimes, a child on the run - begin to intertwine to reveal a conspiracy that will forever change our understanding of human nature.",Intruders,tvshow
685682fc8482e0a7a00725e4,tvmaze_41,"Comedy, Family",7.9,2011-10-11,30,tvmaze,"Last Man Standing follows Mike Baxter, a married father of three girls, who tries to maintain his manliness, despite being surrounded by women.",Last Man Standing,tvshow
685682fc8482e0a7a00725e5,tvmaze_43,"Adventure, Romance, Science-Fiction",7.9,2014-08-09,60,tvmaze,"Outlander follows the story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world where her life is threatened. When she is forced to marry Jamie, a chivalrous and romantic young Scottish warrior, a passionate affair is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives.The Outlander series, adapted from Diana Gabaldon's international best-selling books, spans the genres of romance, science fiction, history and adventure into one epic tale.",Outlander,tvshow
685682fc8482e0a7a00725e6,tvmaze_55,"Drama, Comedy",7.7,2014-09-17,60,tvmaze,"What if a hospital was your high school, boarding school and summer camp rolled into one? What if it was the place where you fell in love for the first time and made friendships that lasted a lifetime? And what if it was all weirdly hilarious and the most fun you ever had in your entire life? This is the world of Red Band Society.",Red Band Society,tvshow
685682fc8482e0a7a00725e7,tvmaze_60,"Drama, Action, Crime",7.9,2003-09-23,60,tvmaze,"NCIS (Naval Criminal Investigative Service) is more than just an action drama. With liberal doses of humor, it's a show that focuses on the sometimes complex and always amusing dynamics of a team forced to work together in high-stress situations. Leroy Jethro Gibbs, a former Marine gunnery sergeant, whose skills as an investigator are unmatched, leads this troupe of colorful personalities. Rounding out the team are Anthony DiNozzo, an ex-homicide detective whose instincts in the field are unparalleled and whose quick wit and humorous take on life make him a team favorite; the youthful and energetic forensic specialist Abby Sciuto, a talented scientist whose sharp mind matches her Goth style and eclectic tastes; Caitlin Todd, an ex-Secret Service Agent; and Timothy McGee, an MIT graduate whose brilliance with computers far overshadows his insecurities in the field; Assisting the team is medical examiner Dr. Donald ""Ducky"" Mallard, who knows it all because he's seen it all, and he's not afraid to let you know. From murder and espionage to terrorism and stolen submarines, these special agents travel the globe to investigate all crimes with Navy or Marine Corps ties.",NCIS,tvshow
685682fc8482e0a7a00725e8,tvmaze_62,"Drama, Romance, Supernatural",8.2,2013-10-03,60,tvmaze,"The Originals is a spin-off show from the supernatural drama The Vampire Diaries. It is based in the city of New Orleans where the originals represent the original vampires. The show is primarily based around conflict between vampires, werewolves and witches in the city.",The Originals,tvshow
685682fc8482e0a7a00725e9,tvmaze_66,Comedy,8.0,2007-09-24,30,tvmaze,"The Big Bang Theory is a comedy about brilliant physicists, Leonard and Sheldon, who are the kind of ""beautiful minds"" that understand how the universe works. But none of that genius helps them interact with people, especially women. All this begins to change when a free-spirited beauty named Penny moves in next door. Sheldon, Leonard's roommate, is quite content spending his nights playing Klingon Boggle with their socially dysfunctional friends, fellow Cal Tech scientists Wolowitz and Koothrappali. However, Leonard sees in Penny a whole new universe of possibilities... including love.",The Big Bang Theory,tvshow
685682fc8482e0a7a00725ea,tvmaze_68,"Drama, Crime",8.2,2009-03-09,40,tvmaze,"Castle follows Rick Castle who is one of the world's most successful crime authors. But when his rock star lifestyle isn't enough, this bad boy goes looking for new trouble and finds it working with smart, beautiful Detective Kate Beckett. Inspired by her professional record and intrigued by her buttoned-up personality, Castle's found the model for his bold new character whether she likes it or not. Now with the mayor's permission, Castle is helping solve crime with his own twist.",Castle,tvshow
685682fc8482e0a7a00725eb,tvmaze_69,"Drama, Crime, Thriller",8.1,2013-09-23,60,tvmaze,The Blacklist is a crime drama involving a former government agent who turned into a high-profile criminal turning himself in to the FBI offering to help catch criminals.,The Blacklist,tvshow
685682fc8482e0a7a00725ec,tvmaze_73,"Drama, Action, Horror",7.9,2010-10-31,0,tvmaze,"The Walking Dead tells the story of the months and years that follow after a zombie apocalypse. It follows a group of survivors, led by former police officer Rick Grimes, who travel in search of a safe and secure home. As the world overrun by the dead takes its toll on the survivors, their interpersonal conflicts present a greater danger to their continuing survival than the walkers that roam the country. Over time, the characters are changed by the constant exposure to death and some grow willing to do anything to survive.Based on the comic book series of the same name by Robert Kirkman, Tony Moore, and Charlie Adlard.",The Walking Dead,tvshow
685682fc8482e0a7a00725ed,tvmaze_77,"Comedy, Family",8.0,2009-09-30,30,tvmaze,"Forget about athletes, movie stars and politicians. Parents are the real heroes - but we think Frankie Heck, must be some kind of superhero. A loving wife and mother of three, she's middle class in the middle of the country and is rapidly approaching middle age.Frankie and her husband, Mike, have lived in Orson, Indiana, their whole lives. A man of few words (every one a zinger), Mike is a manager at the town quarry and Frankie is the third-best used car salesman (out of the three) at the local dealership. She may not be a high-powered career woman, but when it comes to her family, she'll go to just about any length. And with kids like these, she had better. There's Axl, her semi-nudist teenage son conceived while under the influence of Guns N' Roses; Sue, the awkward teenage daughter who fails at everything... but with the utmost of gusto; and their seven-year-old son Brick, whose best friend is his backpack.Sometimes it seems like everyone is trying to get to the top, or struggling not to hit bottom, but we think Frankie and her family will find a lot of love, and a lot of laughs, somewhere in The Middle.",The Middle,tvshow
685682fc8482e0a7a00725ee,tvmaze_79,"Comedy, Family",7.5,2013-09-24,30,tvmaze,"Before there were parenting blogs, trophies for showing up and peanut allergies, there was a simpler time called the '80s. For geeky and movie obsessed youngest child Adam, these were his wonder years, and he faced them armed with a video camera to capture all the crazy. The Goldbergs are a loving family like any other -- just with a lot more yelling. Mom Beverly is a classic ""smother,"" an overbearing, overprotective matriarch who loves her delicious kids, but still rules this brood with 100% authority and zero sense of boundaries. Dad Murray is gruff and sometimes oblivious, parenting with half his attention span but all his heart. Sister Erica is popular and terrifying, doing her best to cover up that she's the smartest of the clan. Barry is a passionate dreamer, who maybe dreams a little too big and who always gets the short end of the stick. Adam is the youngest, a camera-wielding future director who's navigating first love, and growing up with his family. Rounding out the family is beloved grandfather Al ""Pops"" Solomon, the wild man of the clan, a shameless Don Juan who's learning as much from his family as he teaches them.",The Goldbergs,tvshow
685682fc8482e0a7a00725ef,tvmaze_83,"Comedy, Family",8.1,1989-12-17,30,tvmaze,"The Simpsons is the longest running scripted show in US television history. It captures the adventures of Homer, Marge, Maggie, Bart and Lisa who are living in a fictional town called Springfield.",The Simpsons,tvshow
685682fc8482e0a7a00725f0,tvmaze_89,"Drama, Crime",7.5,2011-09-20,60,tvmaze,"Unforgettable follows Carrie Wells, an enigmatic former police detective with a rare condition that makes her memory so flawless that every place, every conversation, every moment of joy and every heartbreak is forever embedded in her mind. It's not just that she doesn't forget anything - she can't; except for one thing: the details that would help solve her sister's long-ago murder. Carrie has tried to put her past behind her, but she's unexpectedly reunited with her ex-boyfriend and partner, NYPD Detective Al Burns when she consults on a homicide case.",Unforgettable,tvshow
685682fc8482e0a7a00725f1,tvmaze_91,"Comedy, Family",7.4,2014-10-02,30,tvmaze,"No excuses, no apologies, no compromises. Wild child Rebecca Wright knows how to have a good time, but she also happens to be one of L.A.'s toughest and most respected criminal court judges. She has a reputation for unorthodox behavior in the courtroom, including creative rulings and saying exactly what's on her mind. Her private life, on the other hand, is anything but innocent. She parties too much and rocks out on the drums in a band with her best friend, Jenny. While there's no shortage of male admirers who would love to spend time with her, she's not ready to settle down... except when an 8-year-old boy - whose parents were put in jail by Rebecca - needs her help. He may, in fact, be the one thing that starts to tame this Bad Judge.",Bad Judge,tvshow
685682fc8482e0a7a00725f2,tvmaze_93,"Drama, Comedy, Family",8.0,2010-03-02,60,tvmaze,"Parenthood is the critically acclaimed one-hour drama inspired by the box office hit of the same name. This reimagined and updated Universal Television/Imagine Entertainment production follows the trials and tribulations of the very large, colorful and imperfect Braverman family. Sarah Braverman is a single mother with two kids - the bright but rebellious Amber who is living on her own, and sullen and sensitive Drew who returns to Berkeley this year.",Parenthood,tvshow
685682fc8482e0a7a00725f3,tvmaze_94,"Action, Adventure, Science-Fiction",7.8,2013-04-15,60,tvmaze,"Set on a future Earth, Defiance introduces players and viewers to a world where humans and aliens live together on a planet ravaged by decades of war and transformed by alien terra-forming machines. It centers on Jeb Nolan, the law-keeper in a bustling frontier boomtown that is one of the new world's few oasis of civility and inclusion. Nolan is a former Marine who fought in the alien conflict and suffered the loss of his wife and child in the war. The trauma transformed him into a lone wanderer in the wilds of this new and dangerous world.",Defiance,tvshow
685682fc8482e0a7a00725f4,tvmaze_97,Unknown,6.0,2004-10-19,60,tvmaze,"NBC's The Biggest Loser, a show known for its incredible weight loss makeovers, will reveal an exciting makeover of its own when the popular series returns on Monday, January 4 (9-11 p.m. ET) with new host Bob Harper, a new ""Temptation"" theme, an updated state-of-the-art gym, a new logo, fun format changes and a return to the popular team vs. team competition. Dolvett Quince and Jen Widerstrom return to train eight contestant teams of two, all with compelling stories. Seven teams (spouses, parent/adult child, siblings, relatives, best friends) will know each other, but one team will be two strangers - former ""Celebrity Apprentice"" contestant and the original ""Survivor"" winner, Richard Hatch, and 'The Voice' season two semi-finalist Erin Willett. Having both been in the NBC family previously, the two share the same goal as the other 14 contestants - to change their lives and get healthy. The renovated ""Biggest Loser"" gym, featuring a new interior and exterior branded with the new logo, has modernized equipment to help contestants better achieve their fitness goals, including eight high-tech monitors on the walls of each side of the gym that will track contestants' calorie burns as well as heart rates. Half of the gym will be dedicated to Team Dolvett and the other half dedicated to Team Jen. The weigh-in will be very different this season with a new look and double scales, so contestants on opposing teams can weigh-in side by side, making the weigh-in even more compelling to watch. The contestant house is also getting a whole new look for season 17.",The Biggest Loser,tvshow
685682fc8482e0a7a00725f5,tvmaze_99,Unknown,5.5,2003-05-20,60,tvmaze,"Created by supermodel Tyra Banks, America's Next Top Model follows a group of young women of various backgrounds, shapes and sizes who live together in a loft and vie for a modeling contract. The show exposes the transformation of everyday young women into potentially fierce supermodels, with participants facing weekly tests that determine who can make the cut. With mentoring by supermodel Tyra Banks and exposure to high-profile fashion-industry gurus, the finalists compete in a highly accelerated modeling boot camp--a crash course to supermodel fame.",America's Next Top Model,tvshow
685682fc8482e0a7a00725f6,tvmaze_104,"Action, Adventure, Fantasy",7.2,2014-06-19,60,tvmaze,"Dominion is an epic supernatural drama set in the near future. Specifically, 25 years after ""The Extinction War,"" when an army of lower angels, assembled by the archangel Gabriel, waged war against mankind. The archangel Michael, turning against his own kind, chose to side with humanity. Rising out of the ashes of this long battle are newly fortified cities which protect human survivors. At the center of the series is the city of Vega, a glistening empire that has formed from the ruins of what was once Las Vegas.",Dominion,tvshow
685682fc8482e0a7a00725f7,tvmaze_110,"Drama, Crime, Mystery",7.8,2014-10-02,60,tvmaze,"When a young boy is found dead on an idyllic beach, a major police investigation gets underway in the small California seaside town where the tragedy occurred. Soon deemed a homicide, the case sparks a media frenzy, which throws the boy's family into further turmoil and upends the lives of all of the town's residents. Welcome to Gracepoint, a new 10-episode mystery event series based on ""Broadchurch,"" the U.K.'s critically acclaimed hit crime drama.",Gracepoint,tvshow
685682fc8482e0a7a00725f8,tvmaze_118,"Drama, Mystery, Medical",8.8,2004-11-16,60,tvmaze,"Sink your teeth into meaty drama and intrigue with House, FOX's take on mystery, where the villain is a medical malady and the hero is an irreverent, controversial doctor who trusts no one, least of all his patients.Dr. Gregory House is a maverick physician who is devoid of bedside manner. While his behavior can border on antisocial, Dr. House thrives on the challenge of solving the medical puzzles that other doctors give up on. Together with his hand-picked team of young medical experts, he'll do whatever it takes in the race against the clock to solve the case.",House,tvshow
685682fc8482e0a7a00725f9,tvmaze_122,"Drama, Action, Crime",7.9,2010-09-09,60,tvmaze,"When she was a deeply troubled teenager, Nikita was rescued from death row by a secret U.S. agency known only as Division, who trained her as a spy and assassin. Nikita was eventually betrayed by the only people she thought she could trust. Now, after three years in hiding, Nikita is seeking retribution and making it clear to her former boss, Percy and her former friends Michael and Birkhoff that she will stop at nothing to expose and destroy their covert operation.",Nikita,tvshow
685682fc8482e0a7a00725fa,tvmaze_123,"Drama, Adventure, Supernatural",8.2,2004-09-22,60,tvmaze,"Out of the blackness, the first thing Jack senses is pain. Then burning sun. A Bamboo forest. Smoke. Screams. With a rush comes the horrible awareness that the plane he was on tore apart in mid-air and crashed on a Pacific island. From there it's a blur, as his doctor's instinct kicks in: people need his help.Stripped of everything, the 48 survivors scavenge what they can from the plane for their survival. Some panic. Some pin their hopes on rescue. A few find inner strength they never knew they had -- like Kate, who, with no medical training, suddenly finds herself suturing the doctor's wounds. Hurley - a man with a warm sense of humor despite the desperate situation - does his best to keep his cool as he helps those around him to survive. Charlie is a faded rock star who harbors a painful secret. Sayid is a Middle Eastern man who must wrestle with the racial profiling directed at him by some of his fellow survivors. Jin and Sun are a Korean couple whose traditions, values and language are foreign, and thus causes much to get lost in the translation. Sawyer has an air of danger surrounding him, and his intense sense of mistrust for everyone around him could prove to be fatal to his fellow castaways. Michael has just gained custody of his nine-year-old son, Walt, after the death of his ex-wife - they are a father and son who don't even know each other. Locke is a mysterious man who keeps to himself, and who harbors a deeper connection to the island than any of the others. Self-centered Shannon - who actually gives herself a pedicure amid the chaos - and her estranged controlling brother, Boone , constantly bicker and must learn to get along if they are to survive. And young Claire is eight months pregnant and ill-prepared for the hardships of motherhood - especially on a deserted island.",Lost,tvshow
685682fc8482e0a7a00725fb,tvmaze_129,Comedy,5.4,2014-10-14,30,tvmaze,"Six years ago, Annie and Jake bonded over their mutual love of nachos and they've been inseparable ever since. Now, after returning from a romantic two-week island vacation, Jake's all set to pop the question. Before he can ask, though, Annie lets loose on Jake for his inability to commit. She was expecting him to ""put a ring on it"" in paradise and now Jake's perfect proposal is ruined. Not wanting to spend the next 60 years talking about that mess of a proposal, Jake and Annie decide to hold off on the engagement until they can do it right. Yet if history tells us anything, it's when we really want things to go right that they all tend to go wrong. The only thing we know for sure is these two are destined to be together whether they can get it together or not.",Marry Me,tvshow
685682fc8482e0a7a00725fc,tvmaze_134,"Drama, Action, Science-Fiction",7.7,2006-09-25,60,tvmaze,"This epic chronicles the lives of ordinary people who discover they possess extraordinary abilities. As a total eclipse casts a shadow across the globe, viewers follow a genetics professor in India whose father's disappearance leads him to uncover a secret theory—there are people with super powers living among us. A young dreamer tries to convince his politician brother that he can fly. A high school cheerleader learns that she is totally indestructible. A Las Vegas stripper, struggling to make ends meet to support her young son, uncovers that her mirror image has a secret. A prison inmate mysteriously finds himself waking up outside of his cell. A gifted artist, whose drug addiction is destroying his life and the relationship with his girlfriend, can paint the future. A down-on-his-luck beat cop can hear people's thoughts, including the secrets of a captured terrorist. In Japan, a young man develops a way to stop time through sheer will power. Their ultimate destiny is nothing less than saving the world.",Heroes,tvshow
685682fc8482e0a7a00725fd,tvmaze_136,"Comedy, Family",6.8,2014-10-30,30,tvmaze,"The McCarthys is a multi-camera comedy about a close-knit, sports-crazed Boston family whose somewhat athletically challenged son, Ronny, is chosen by his father to be his assistant high school basketball coach, much to the surprise of his more qualified siblings. Ronny wants nothing more than to move away, join the singles scene and find a partner. His distraught mother, Marjorie is not upset that her favorite son is gay, but that he wants to leave Boston and his family.Ronny's plans change, however, when his politically incorrect and outspoken father, Arthur stuns everyone with his choice for an assistant. Touched by his father's offer, Ronny embarks on a completely different future and he can be sure that his loving family, including his twin brothers Sean and Gerard and his sister Jackie, are going to have a very vocal opinion about it.",The McCarthys,tvshow
685682fc8482e0a7a00725fe,tvmaze_139,"Drama, Romance",6.4,2012-04-15,30,tvmaze,This Emmy winning series is a comic look at the assorted humiliations and rare triumphs of a group of girls in their 20s.,Girls,tvshow
685682fc8482e0a7a00725ff,tvmaze_140,"Drama, Comedy, Romance",7.2,2014-01-19,30,tvmaze,"Looking offers up the unfiltered experiences of three close friends living - and loving - in modern-day San Francisco. Friendship may bind them, but each is at a markedly different point in his journey: Patrick is the 29-year-old video game designer getting back into the dating world in the wake of his ex's engagement; aspiring artist Agustín, 31, is questioning the idea of monogamy amid a move to domesticate with his boyfriend; and the group's oldest member - longtime waiter Dom, 39 - is facing middle age with romantic and professional dreams still unfulfilled.The trio's stories intertwine and unspool dramatically as they search for happiness and intimacy in an age of unparalleled choices - and rights - for gay men. Also important to the ‘Looking' mix is the progressive, unpredictable, sexually open culture of the Bay Area, with real San Francisco locations serving as a backdrop for the group's lives. Rounding out the ‘Looking' world are a bevy of dynamic gay men including Kevin, Lynn, and Richie, as well as a wide-range of supporting characters like Dom's roommate Doris, Agustín's boyfriend Frank, and Patrick's co-worker Owen.",Looking,tvshow
685682fc8482e0a7a0072600,tvmaze_148,Comedy,7.1,2011-07-19,30,tvmaze,"Fiona Wallice is a therapist with little patience for her patients. Tired of hearing about people's problems for fifty long minutes, she devises a new treatment, the three-minute video chat. And still, the sessions end up being largely about her. If she's your therapist, you've got problems. Emmy Award® winner Lisa Kudrow co-created, produces and stars in this outrageous therapeutic send-up. Originally produced as webisodes, Web Therapy features an A-list guest cast who, along with Kudrow, improvise their performances with hilarious results.",Web Therapy,tvshow
685682fc8482e0a7a0072601,tvmaze_150,"Drama, Comedy, Family",8.5,2011-01-09,60,tvmaze,"Shameless is a fiercely engaging and fearlessly twisted series. Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.",Shameless,tvshow
685682fc8482e0a7a0072602,tvmaze_152,"Drama, Action, Crime",8.1,2013-06-30,60,tvmaze,"Set in the sprawling mecca of the rich and famous, Ray Donovan does the dirty work for LA's top power players as the go-to guy who makes the problems of the city's celebrities, superstar athletes, and business moguls disappear. This powerful drama unfolds when his father is unexpectedly released from prison, setting off a chain of events that shakes the Donovan family to its core.",Ray Donovan,tvshow
685682fc8482e0a7a0072603,tvmaze_153,Unknown,0.0,2014-09-07,60,tvmaze,"Get ready to witness the birth of a brave new world. On the daring unscripted series Utopia, 15 pioneering Americans wave goodbye - for an entire year - to the lives they've known, move to a remote location and set out to create a society from scratch. They've got limited supplies, wildly diverse backgrounds and zero bathrooms.",Utopia,tvshow
685682fc8482e0a7a0072604,tvmaze_156,"Crime, Mystery, Supernatural",8.0,1990-04-08,60,tvmaze,"Set in the fictional town of Twin Peaks in northeast Washington state, this is the story of FBI Special Agent Dale Cooper and his investigation of the murder of a popular local teenage schoolgirl, Laura Palmer.",Twin Peaks,tvshow
685682fc8482e0a7a0072605,tvmaze_160,"Drama, Comedy, Crime",7.9,2005-08-07,30,tvmaze,Weeds is based around an american widow (Nancy Botwin) with 2 children who begins selling cannabis for financial gain after the death of her husband. Her family become involved in more and more illegal activities as the show progresses.,Weeds,tvshow
685682fc8482e0a7a0072606,tvmaze_165,"Action, Science-Fiction",6.4,2007-09-26,60,tvmaze,"When a devastating car accident leaves Jaime Sommer at death's door, her only hope of survival is a cutting-edge, top-secret technology performed by her boyfriend, Dr. Will Anthros and with her new bionics come a covert life that she is not sure she is ready to lead.",Bionic Woman,tvshow
685682fc8482e0a7a0072607,tvmaze_166,"Drama, Science-Fiction, War",8.7,2003-12-08,60,tvmaze,"The world ended with no warning, and all that was left… was hope.A truce between the humans of the Twelve Colonies and the Cylons—intelligent robots designed by humankind—lasts for 40 tense and silent years. Battlestar Galactica picks up just as the Cylons commit mass genocide against humanity. Only the Battlestar Galactica (an old warship about to be decommissioned and turned into a museum) and those souls fortunate enough to be aboard other starships were able to survive the attack. In the aftermath, the Galactica's commanding officer, William Adama, finds himself responsible for safeguarding the last remnants of the human race—fewer than 50,000 desperate survivors. Meanwhile, the annihilation of the Colonial government results in the succession of the Secretary of Education, Laura Roslin, to the presidency. Driven by prophetic visions and political necessity, the Galactica travels through uncharted space in hopes of finding the mythical, lost 13th colony—Earth.",Battlestar Galactica,tvshow
685682fc8482e0a7a0072608,tvmaze_174,Comedy,8.2,2009-04-09,30,tvmaze,Parks and Recreation is a comedy series based around the main character Leslie Knope (a bureaucrat) in the parks department of Pawnee.,Parks and Recreation,tvshow
685682fc8482e0a7a0072609,tvmaze_175,"Drama, Thriller",8.2,2013-02-01,0,tvmaze,"Based on the BBC miniseries of the same name, House of Cards follows Francis Underwood, the politician's politician – masterful, beguiling, charismatic and ruthless. He and his equally ambitious wife Claire will stop at nothing to ensure their ascendancy. This wicked political drama slithers beneath the curtain and through the back halls of greed, sex, love and corruption in modern Washington D.C.",House of Cards,tvshow
685682fc8482e0a7a007260a,tvmaze_179,"Drama, Crime",8.9,2002-06-02,60,tvmaze,"The first season of The Wire (2002) concentrated on the often-futile efforts of police to infiltrate a West Baltimore drug ring headed by Avon Barksdale and his lieutenant, Stringer Bell. In Seasons Two and Three, as the Barksdale investigation escalated, new storylines involving pressures on the working class and the city's political leadership were introduced. Season Four focused on the stories of several young boys in the public school system, struggling with problems at home and the lure of the corner - set against the rise of a new drug empire in West Baltimore and a new Mayor in City Hall. The fifth and final season of The Wire centers on the media's role in addressing - or failing to address - the fundamental political, economic and social realities depicted over the course of the series, while also resolving storylines of the numerous characters woven throughout the narrative arc of the show.",The Wire,tvshow
685682fc8482e0a7a007260b,tvmaze_184,"Drama, Comedy",7.9,2014-08-22,0,tvmaze,"Meet the most beloved sitcom horse of the '90s, 20 years later. He's a curmudgeon with a heart of... not quite gold... but something like gold. Copper?",BoJack Horseman,tvshow
685682fc8482e0a7a007260c,tvmaze_186,"Drama, War",8.0,2014-04-06,60,tvmaze,"Turn: Washington's Spies takes viewers into the stirring and treacherous world of the Revolutionary War and introduces Abraham Woodhull who, after aligning with a group of childhood friends, forms the Culper Ring--America's first spy ring.",TURN: Washington's Spies,tvshow
685682fc8482e0a7a007260d,tvmaze_188,"Drama, Action, Fantasy",7.4,2014-03-10,60,tvmaze,"Levitation, telekinesis, the ability to control nature and even predict the future... Since she was 2 years old, Bo has had gifts she could neither fully understand, nor control. Raised by a small group known as the ""True Believers,"" the orphaned girl has been safeguarded from harmful outsiders who would use her forces for personal gain. But now that she is 10, her powers have become stronger and the threat has grown more dangerous. With her life and future now in jeopardy, the ""Believers"" turn to the only person they see fit to be her full-time protector. That is, once they break him out of jail. Tate, a wrongfully imprisoned death row inmate who's lost his will, is initially reluctant until he witnesses one of her extraordinary abilities. Bo sees people for who they truly are... and who they may become. Tate and Bo begin their journey, one in which trust must be earned. Traveling from city to city, every place they stop and everyone they meet will be changed forever. But they'll have to keep going to stay one step ahead of the sinister forces after Bo's power... because it will take a miracle to keep them safe forever.",Believe,tvshow
685682fc8482e0a7a007260e,tvmaze_192,Comedy,6.5,2013-09-29,30,tvmaze,"Stewart is a gawky, 6' 7"" Englishman searching for the woman of his dreams in Los Angeles. Half as charming - and twice as desperate - as he thinks he is, he's obsessed with infiltrating the glamorous world of beautiful people, who won't let him in.",Hello Ladies,tvshow
685682fc8482e0a7a007260f,tvmaze_193,Comedy,5.1,2013-09-17,30,tvmaze,"Honor thy father. Way easier said than done. Especially when your dad's broke, living in your house and ruining your life. Dads explores the often treacherous terrain of the father-son landscape. This series follows two successful guys - and childhood best friends - now in their mid-30s whose relatively stable lives get turned upside down when their pain-in-the-neck patriarchs move in.",Dads,tvshow
